GeneID	control1	control2	control3	treat1	treat2	treat3	logFC	type	pvalue	qvalue	function
FCN51_08855	669.64	920.62	565.74	193.47	206.595	232.122	-1.769929066	down	2.43E-09	5.96E-09	hypothetical protein
FCN51_08860	394.967	422.573	322.752	176.824	167.311	153.547	-1.196102294	down	8.33E-05	0.000142058	ilvD; dihydroxy-acid dehydratase
FCN51_08875	107.965	133.845	81.777	46.712	52.872	61.314	-1.007993732	down	0.001472817	0.002252592	pstB; phosphate ABC transporter ATP-binding protein PstB
FCN51_08890	363.248	381.345	289.898	50.264	51.351	53.891	-2.733855295	down	2.88E-20	1.53E-19	hypothetical protein
FCN51_08895	2082.338	5741.928	1233.198	1142.664	1137.031	1062.523	-1.438300511	down	4.18E-06	8.03E-06	rplM; 50S ribosomal protein L13
FCN51_08900	662.061	1675.267	436.652	334.278	352.486	351.204	-1.41819281	down	5.22E-06	9.94E-06	rpsI; 30S ribosomal protein S9
FCN51_08905	358.517	271.76	343.348	60.584	55.667	63.311	-2.438864484	down	6.53E-17	2.76E-16	peptidase S10
FCN51_08910	220.028	190.103	203.277	15.141	15.601	17.076	-3.681137834	down	1.41E-32	1.64E-31	hypothetical protein
FCN51_08915	229.343	331.053	146.674	582.503	584.433	571.562	1.297912822	up	5.07E-08	1.14E-07	DEAD/DEAH box helicase
FCN51_08925	55.719	100.234	53.084	31.892	31.627	33.551	-1.106637046	down	0.000609403	0.000963329	lactoylglutathione lyase
FCN51_08935	38.244	62.412	29.791	88.531	96.176	103.156	1.141900457	up	1.36E-06	2.72E-06	mtaB; tRNA (N(6)-L-threonylcarbamoyladenosine(37)-C(2))- methylthiotransferase MtaB
FCN51_08980	8.384	4.562	12.18	463.452	491.635	570.696	5.924055559	up	7.43E-59	5.03E-57	_
FCN51_09015	128.892	174.212	85.369	51.231	51.122	57.602	-1.280132324	down	3.17E-05	5.62E-05	metH; methionine synthase
FCN51_09020	14.108	12.795	10.684	58.8	65.178	62.558	2.311056468	up	2.24E-16	9.10E-16	hypothetical protein
FCN51_09040	10.626	11.543	9.546	922.04	937.845	960.322	6.474356979	up	1.18E-85	4.09E-83	glycosyltransferase
FCN51_09045	134.789	246.126	98.536	617.161	620.303	637.751	1.967594012	up	7.58E-15	2.80E-14	hypothetical protein
FCN51_09055	146.631	288.309	116.92	23.802	16.611	22.06	-3.142936169	down	1.90E-24	1.33E-23	membrane integrity-associated transporter subunit PqiC
FCN51_09060	60.241	118.427	39.819	13.397	11.94	13.624	-2.487353555	down	5.38E-16	2.12E-15	MCE family protein
FCN51_09085	1554.212	2303.774	2702.229	465.398	482.442	470.408	-2.209630876	down	2.01E-14	7.20E-14	pnp; polyribonucleotide nucleotidyltransferase
FCN51_09095	277.045	343.156	198.727	23.933	32.88	28.199	-3.267952584	down	3.65E-25	2.70E-24	YqaE/Pmp3 family membrane protein
FCN51_09105	341.133	510.41	329.314	166.852	152.892	187.046	-1.22036943	down	6.48E-05	0.000111502	coaD; pantetheine-phosphate adenylyltransferase
FCN51_09110	969.248	1646.552	1151.97	203.759	216.221	206.513	-2.588334845	down	1.80E-18	8.56E-18	peptidylprolyl isomerase
FCN51_09115	86.968	116.846	65.182	937.174	1031.279	1060.845	3.493312221	up	1.13E-33	1.49E-32	_
FCN51_09125	15.803	17.982	11.913	477.004	493.794	517.905	5.025689325	up	1.52E-60	1.28E-58	hypothetical protein
FCN51_09130	47.338	54.79	17.913	1300.088	1278.57	1347.771	5.03158371	up	1.82E-60	1.49E-58	speD; adenosylmethionine decarboxylase
FCN51_09135	17.245	20.344	12.367	248.84	268.969	269.334	3.977814747	up	3.02E-42	6.67E-41	speE; polyamine aminopropyltransferase
FCN51_09155	858.223	1524.362	743.747	359.117	371.781	378.52	-1.494665438	down	7.44E-07	1.53E-06	CHAP domain-containing protein
FCN51_09160	105.313	143.577	84.681	6.595	4.127	8.539	-4.114027642	down	1.29E-34	1.82E-33	RidA family protein
FCN51_09165	115.819	161.475	93.851	48.14	52.163	51.334	-1.291344233	down	2.79E-05	4.98E-05	nucleotidyltransferase family protein
FCN51_09170	88.101	99.415	71.653	17.121	17.096	18.252	-2.304290178	down	1.42E-14	5.10E-14	XdhC family protein
FCN51_09175	1446.229	2564.626	1322.763	175.958	166.265	153.756	-3.426755644	down	1.20E-29	1.18E-28	host attachment protein
FCN51_09180	8.743	12.058	5.293	2.915	3.592	2.007	-1.615466715	down	1.00E-05	1.86E-05	MBL fold metallo-hydrolase
FCN51_09185	12.447	9.825	6.219	4.024	2.728	3.669	-1.450749173	down	9.69E-05	0.000164084	DUF192 domain-containing protein
FCN51_09195	135.203	148.941	138.192	655.784	698.76	700.973	2.283030028	up	4.34E-18	2.01E-17	_
FCN51_09200	7466.395	9183.015	6575.414	123298.24	120685.329	118719.543	3.96504938	up	7.36E-43	1.72E-41	_
FCN51_09205	1778.02	1821.333	1489.157	35804.726	35440.43	35554.07	4.391513298	up	1.01E-49	3.80E-48	_
FCN51_09210	609.489	676.837	525.021	63902.711	62471.511	62628.037	6.705194351	up	7.53E-90	5.23E-87	hypothetical protein
FCN51_09215	6481.395	8222.796	8935.482	37777.795	36661.73	35563.208	2.21825724	up	3.65E-17	1.56E-16	_
FCN51_09220	13376.412	13899.358	19762.761	124952.659	122398.16	124031.655	2.980990743	up	4.04E-27	3.37E-26	_
FCN51_09225	9.538	17.299	9.898	832.502	976.084	1066.53	6.290204771	up	3.72E-70	5.17E-68	_
FCN51_09230	7.566	10.292	9.814	38.128	36.238	34.405	1.974678532	up	1.28E-12	4.11E-12	winged helix-turn-helix transcriptional regulator
FCN51_09235	12.077	6.71	13.097	166.35	181.825	201.677	4.108010944	up	3.25E-43	7.93E-42	6-hydroxynicotinate 3-monooxygenase
FCN51_09240	4.308	0.23	2.893	108.755	128.618	134.966	5.646345862	up	3.21E-60	2.41E-58	2Fe-2S iron-sulfur cluster binding domain-containing protein
FCN51_09245	5.276	1.895	4.408	245.391	248.322	259.244	6.022616919	up	6.44E-76	1.28E-73	c-type cytochrome
FCN51_09250	8.844	5.454	7.098	146.156	152.566	134.122	4.338241876	up	1.11E-46	3.43E-45	"2,5-dihydroxypyridine 5,6-dioxygenase"
FCN51_09255	8.701	7.014	13.445	52.041	63.562	64.158	2.623893089	up	2.40E-20	1.29E-19	isochorismatase family protein
FCN51_09260	28.483	18.85	29.558	133.267	130.168	133.648	2.368508562	up	1.96E-18	9.26E-18	alpha/beta hydrolase
FCN51_09265	27.355	17.239	24.057	136.695	146.918	134.343	2.605945743	up	1.55E-21	9.13E-21	Asp/Glu racemase
FCN51_09270	2.807	0.934	2.234	84.539	79.239	72.524	5.304843449	up	1.88E-59	1.33E-57	MFS transporter
FCN51_09275	7.39	4.398	7.27	126.324	114.682	120.924	4.24702694	up	1.90E-45	5.62E-44	carbohydrate porin
FCN51_09285	16.738	25.413	9.926	234.7	239.541	230.461	3.758218097	up	7.18E-40	1.40E-38	MFS transporter
FCN51_09290	6.592	7.627	4.128	70.597	69.187	74.025	3.542490857	up	1.95E-34	2.73E-33	HlyD family secretion protein
FCN51_09295	3.454	5.171	4.084	85.176	93.036	87.418	4.385171451	up	2.54E-47	7.94E-46	efflux transporter outer membrane subunit
FCN51_09300	0	0	0	1.454	4.16	3.466	11.56399066	up	8.30E-20	4.26E-19	hypothetical protein
FCN51_09305	48.538	41.467	45.99	13.815	9.712	11.627	-1.951701562	down	9.40E-10	2.41E-09	arsC; arsenate reductase (glutaredoxin)
FCN51_09310	39.86	35.427	44.668	113.026	120.799	120.011	1.560563696	up	7.97E-10	2.06E-09	SulP family inorganic anion transporter
FCN51_09315	42.824	58.326	48.481	116.443	123.059	106.389	1.208891965	up	7.49E-07	1.54E-06	sulfite exporter TauE/SafE family protein
FCN51_09320	61.53	102.023	80.296	19.401	24.827	23.926	-1.839072065	down	6.14E-10	1.61E-09	MBL fold metallo-hydrolase
FCN51_09370	351.726	141.915	857.034	46.719	44.337	48.613	-3.273569041	down	2.53E-29	2.45E-28	alpha-keto acid decarboxylase family protein
FCN51_09375	27.555	10.51	32.031	63.139	60.022	59.799	1.384086158	up	8.29E-08	1.83E-07	HoxN/HupN/NixA family nickel/cobalt transporter
FCN51_09380	8.041	3.376	5.718	65.636	74.204	71.648	3.625325608	up	2.44E-34	3.40E-33	urease accessory protein UreD
FCN51_09385	0.808	0	0	5.877	4.249	1.978	3.899995698	up	2.15E-10	5.88E-10	urease subunit gamma
FCN51_09390	10.289	5.47	8.1	63.999	65.309	73.844	3.089793999	up	4.21E-25	3.10E-24	urease subunit beta
FCN51_09395	25.599	14.371	21.728	122.986	127.846	127.736	2.617198123	up	4.65E-22	2.83E-21	ureC; urease subunit alpha
FCN51_09400	20.652	10.05	16.466	95.626	91.066	102.065	2.613898818	up	7.41E-21	4.13E-20	urease accessory protein UreE
FCN51_09405	15.234	8.893	9.449	69.034	72.987	68.819	2.650537953	up	1.29E-21	7.63E-21	urease accessory protein UreF
FCN51_09410	3.582	1.263	5.163	6.37	9.944	10.234	1.407180106	up	3.71E-06	7.16E-06	ureG; urease accessory protein UreG
FCN51_09415	1.2	0.495	1.245	18.409	22.233	20.035	4.365861638	up	8.51E-39	1.58E-37	porin
FCN51_09420	0.816	0.493	0.565	18.202	25.393	23.644	5.16286208	up	8.83E-38	1.55E-36	hypothetical protein
FCN51_09430	9.813	4.717	7.771	62.682	64.317	67.703	3.125915561	up	3.87E-29	3.65E-28	response regulator
FCN51_09435	5.203	0.828	5.494	59.222	63.607	68.057	4.049519824	up	1.75E-40	3.46E-39	urtA; urea ABC transporter substrate-binding protein
FCN51_09440	4.042	1.314	6.252	80.988	68.888	73.949	4.268826388	up	3.16E-44	8.37E-43	urtB; urea ABC transporter permease subunit UrtB
FCN51_09445	6.872	3.505	8.022	113.554	109.551	99.117	4.130133953	up	1.06E-42	2.41E-41	urtC; urea ABC transporter permease subunit UrtC
FCN51_09450	1.817	1.798	0.857	28.356	26.497	37.212	4.36274022	up	7.68E-40	1.48E-38	urtD; urea ABC transporter ATP-binding protein UrtD
FCN51_09455	1.055	0	1.278	1.279	1.85	2.153	1.177863197	up	0.00661035	0.009457649	urtE; urea ABC transporter ATP-binding subunit UrtE
FCN51_09460	75.695	143.136	51.811	456.872	497.64	530.422	2.455928084	up	1.92E-19	9.56E-19	_
FCN51_09465	7.081	3.67	3.149	24.527	23.498	20.642	2.304283741	up	3.68E-14	1.30E-13	hypothetical protein
FCN51_09470	117.335	234.256	69.205	42.162	55.126	51.331	-1.501483587	down	1.57E-06	3.13E-06	DUF1489 family protein
FCN51_09475	62.737	84.094	40.691	18.654	21.737	21.927	-1.589292654	down	1.97E-07	4.25E-07	coproporphyrinogen III oxidase
FCN51_09480	535.276	653.37	356.21	148.521	138.295	138.372	-1.861292204	down	3.96E-10	1.06E-09	potassium transporter Kup
FCN51_09485	291.553	402.884	144.285	81.007	91.636	96.261	-1.641090548	down	7.15E-08	1.58E-07	YggS family pyridoxal phosphate-dependent enzyme
FCN51_09500	305.461	327.911	273.909	52.74	51.758	47.463	-2.577824625	down	2.67E-18	1.26E-17	sugar ABC transporter substrate-binding protein
FCN51_09510	98.242	87.147	91.923	28.896	29.647	24.319	-1.742690875	down	2.12E-08	4.87E-08	hypothetical protein
FCN51_09515	50.215	47.817	38.432	9.436	3.576	4.611	-2.95277511	down	4.14E-20	2.16E-19	gluconokinase
FCN51_09520	149.657	164.018	111.722	16.958	25.02	19.729	-2.785243834	down	3.26E-20	1.72E-19	rpiA; ribose-5-phosphate isomerase RpiA
FCN51_09525	152.385	194.962	118.179	21.692	27.793	26.08	-2.623023697	down	2.94E-18	1.37E-17	pgl; 6-phosphogluconolactonase
FCN51_09530	287.667	311.885	242.599	116.703	122.335	124.714	-1.211116996	down	6.61E-05	0.000113658	Cof-type HAD-IIB family hydrolase
FCN51_09535	595.949	592.907	564.539	254.885	270.165	267.916	-1.144817135	down	0.000144867	0.000241792	gnd; decarboxylating 6-phosphogluconate dehydrogenase
FCN51_09540	898.885	781.766	920.104	307.059	323.117	325.587	-1.444202811	down	7.97E-07	1.63E-06	bifunctional transaldolase/phosoglucose isomerase
FCN51_09550	330.458	286.904	352.689	156.621	157.568	145.151	-1.078493217	down	0.000331005	0.000537304	ankyrin repeat domain-containing protein
FCN51_09560	201.875	165.349	153.484	419.19	431.406	415.235	1.281533435	up	1.71E-07	3.71E-07	hypothetical protein
FCN51_09565	63.736	53.307	41.862	110.828	97.745	115.852	1.029706581	up	1.29E-05	2.38E-05	magnesium transporter
FCN51_09580	349.916	402.259	249.191	93.772	101.891	97.651	-1.771441105	down	2.68E-09	6.55E-09	ABC transporter permease
FCN51_09590	166.721	213.858	129.29	42.573	40.235	42.371	-2.026107982	down	9.95E-12	2.99E-11	hypothetical protein
FCN51_09595	183.444	201.529	139.788	47.801	50.37	41.945	-1.905016154	down	1.56E-10	4.32E-10	pgeF; peptidoglycan editing factor PgeF
FCN51_09610	187.904	241.809	168.326	73.331	70.052	76.228	-1.445276781	down	1.49E-06	2.97E-06	rfaD; ADP-glyceromanno-heptose 6-epimerase
FCN51_09615	275.097	276.959	245.658	23.507	28.151	29.675	-3.293911075	down	1.17E-26	9.43E-26	antibiotic biosynthesis monooxygenase
FCN51_09620	1301.143	401.02	1537.412	278.328	276.92	290.405	-1.937663073	down	8.47E-12	2.56E-11	L-lactate permease
FCN51_09635	130.348	74.963	79.182	1584.067	1546.685	1484.967	4.020076061	up	1.02E-41	2.20E-40	_
FCN51_09640	146.448	116.639	137.676	14.937	19.185	24.48	-2.773664458	down	5.79E-20	2.99E-19	hypothetical protein
FCN51_09650	398.946	561.202	328.23	65.854	83.948	83.351	-2.466191829	down	8.47E-17	3.54E-16	cysteine synthase A
FCN51_09655	306.132	371.093	194.106	70.917	75.07	81.579	-1.936921796	down	8.36E-11	2.36E-10	DUF2272 domain-containing protein
FCN51_09660	114.809	133.807	63.511	30.367	24.016	34.851	-1.806433108	down	3.95E-09	9.55E-09	ybaK; Cys-tRNA(Pro) deacylase
FCN51_09670	553.864	1178.32	471.56	220.35	211.592	210.532	-1.778241892	down	3.35E-09	8.15E-09	histone
FCN51_09680	73.57	62.39	54.952	26.204	29.106	31.353	-1.139392433	down	0.00027348	0.000445749	transcriptional repressor
FCN51_09690	20.172	16.093	17.314	34.862	36.894	37.14	1.023170369	up	3.12E-05	5.54E-05	metal ABC transporter ATP-binding protein
FCN51_09695	10.931	9.215	6.87	25.982	30.973	32.234	1.722940035	up	6.51E-11	1.85E-10	metal ABC transporter permease
FCN51_09705	28.68	19.807	35.989	162.352	171.195	188.499	2.627520563	up	6.99E-22	4.21E-21	enoyl-CoA hydratase/isomerase family protein
FCN51_09710	476.261	29.53	227.58	2615.301	2562.9	2393.423	3.367982317	up	5.74E-33	6.99E-32	hypothetical protein
FCN51_09715	20.508	20.912	18.355	93.767	98.518	106.084	2.319425621	up	1.75E-18	8.33E-18	FUSC family protein
FCN51_09740	75.579	113.041	57.635	176.625	173.701	181.327	1.11032248	up	2.23E-06	4.39E-06	"cobyrinate a,c-diamide synthase"
FCN51_09755	25.269	31.893	30.315	79.49	84.226	86.014	1.513361348	up	1.91E-09	4.76E-09	cobyric acid synthase
FCN51_09760	144.428	246.674	127.816	54.338	56.669	63.086	-1.575631865	down	1.95E-07	4.20E-07	"bluB; 5,6-dimethylbenzimidazole synthase"
FCN51_09765	26.458	26.461	12.574	44.606	48.607	51.618	1.144921611	up	1.66E-06	3.31E-06	cobD; cobalamin biosynthesis protein CobD
FCN51_09770	15.97	14.185	8.968	61.582	53.646	61.203	2.172929074	up	1.77E-16	7.23E-16	threonine-phosphate decarboxylase
FCN51_09785	14.997	10.8	8.697	60.959	80.614	78.035	2.670407509	up	9.20E-22	5.47E-21	cobU; bifunctional adenosylcobinamide kinase/adenosylcobinamide-phosphate guanylyltransferase
FCN51_09790	18.508	17.712	13.583	63.222	62.52	63.975	1.929480318	up	1.09E-13	3.75E-13	MFS transporter
FCN51_09800	100.516	114.283	94.496	16.188	19.142	16.916	-2.565522174	down	5.66E-18	2.59E-17	cytochrome c
FCN51_09805	174.782	178.568	162.15	33.265	33.406	36.413	-2.322118413	down	2.72E-15	1.04E-14	GMC family oxidoreductase
FCN51_09810	88.672	74.989	76.777	19.257	25.989	19.537	-1.891928934	down	2.77E-10	7.49E-10	sorbitol dehydrogenase
FCN51_09815	69.228	45.595	58.184	13.786	17.651	9.024	-2.096144581	down	1.04E-11	3.12E-11	DUF2147 domain-containing protein
FCN51_09830	9.62	9.04	8.179	18.38	15.85	21.003	1.041116678	up	2.90E-05	5.18E-05	aromatic ring-hydroxylating dioxygenase subunit alpha
FCN51_09835	5.457	2.121	4.989	12.098	18.11	15.272	1.855342766	up	5.10E-11	1.46E-10	LysR family transcriptional regulator
FCN51_09840	2.843	2.836	3.393	15.304	14.58	15.665	2.32754485	up	2.38E-15	9.12E-15	energy transducer TonB
FCN51_09845	1.088	1.727	0.565	10.288	6.438	12.655	3.118655719	up	3.09E-17	1.33E-16	exbD; TonB system transport protein ExbD
FCN51_09850	5.712	7.992	4.065	21.368	20.386	23.578	1.878250005	up	4.61E-12	1.43E-11	exbB; tonB-system energizer ExbB
FCN51_09855	2.384	6.439	2.639	24.821	26.614	28.545	2.80245704	up	2.93E-24	2.02E-23	TonB-dependent receptor
FCN51_09860	8.507	6.77	7.387	86.127	89.03	89.065	3.543101609	up	1.68E-33	2.18E-32	sel1 repeat family protein
FCN51_09865	35.133	23.434	30.109	159.267	141.865	132.098	2.288478733	up	1.66E-17	7.30E-17	hypothetical protein
FCN51_09870	14.495	13.632	9.099	44.255	43.999	41.628	1.802736058	up	6.56E-12	2.00E-11	Fe2+-dependent dioxygenase
FCN51_09875	15.372	9.936	12.897	96.823	92.026	96.302	2.899794623	up	1.21E-25	9.16E-25	hypothetical protein
FCN51_09880	11.424	6.364	14.565	37.156	40.02	32.669	1.763403432	up	3.01E-11	8.77E-11	amino acid permease
FCN51_09885	14.743	5.985	18.146	66.088	65.705	67.374	2.357011557	up	6.65E-18	3.02E-17	gamma-aminobutyraldehyde dehydrogenase
FCN51_09890	8.76	3.7	5.479	45.389	52.857	51.863	3.064626689	up	9.36E-27	7.56E-26	ABC transporter ATP-binding protein
FCN51_09895	12.77	8.048	13.702	41.249	40.413	39.618	1.812747602	up	8.32E-12	2.52E-11	ABC transporter substrate-binding protein
FCN51_09900	16.377	10.162	15.952	80.254	94.448	83.548	2.603454051	up	4.05E-21	2.31E-20	ABC transporter permease
FCN51_09905	17.375	8.863	18.997	87.339	92.402	88.89	2.570034859	up	1.70E-20	9.22E-20	ABC transporter permease
FCN51_09910	6.158	3.374	8.122	31.73	28.341	36.287	2.448209122	up	5.63E-18	2.58E-17	LysR family transcriptional regulator
FCN51_09915	8.712	1.927	7.718	20.712	18.162	17.432	1.616799471	up	1.14E-08	2.67E-08	nuclear transport factor 2 family protein
FCN51_09920	11.169	5.944	11.783	105.683	95.52	101.262	3.387691042	up	4.15E-32	4.75E-31	MFS transporter
FCN51_09925	4.069	2.027	5.174	42.765	48.523	47.497	3.621939428	up	7.49E-35	1.08E-33	"PQQ-dependent dehydrogenase, methanol/ethanol family"
FCN51_09930	1.152	1.268	2.305	31.951	26.174	33.638	4.278657783	up	1.07E-41	2.28E-40	aldehyde dehydrogenase family protein
FCN51_09935	1.932	0.607	3.008	56.111	48.956	50.044	4.804697323	up	5.37E-51	2.41E-49	porin
FCN51_09940	2.014	0.481	0.99	16.033	16.024	13.494	3.707105794	up	1.28E-30	1.35E-29	flavin-dependent monooxygenase
FCN51_09945	3.06	0.925	5.293	11.376	13.412	8.742	1.853229393	up	3.49E-08	7.92E-08	hypothetical protein
FCN51_09950	12.569	6.488	17.659	56.541	57.333	57.174	2.219827864	up	4.02E-16	1.60E-15	aromatic ring-hydroxylating dioxygenase subunit alpha
FCN51_09955	8.005	3.279	8.039	51.841	54.325	55.644	3.065712546	up	8.18E-25	5.89E-24	hypothetical protein
FCN51_09960	7.494	3.323	7.95	51.602	72.915	56.478	3.269473201	up	1.02E-28	9.45E-28	SDR family oxidoreductase
FCN51_09965	8.67	3.816	10.32	120.749	137.133	123.322	4.062899509	up	1.33E-41	2.81E-40	oxidoreductase
FCN51_09970	11.368	2.406	17.565	96.29	100.151	102.226	3.252383184	up	3.87E-29	3.65E-28	ketopantoate reductase
FCN51_09975	46.767	11.407	92.044	158.122	159.879	155.19	1.655345274	up	6.14E-10	1.61E-09	class II aldolase/adducin family protein
FCN51_09985	66.349	9.16	104.31	142.767	139.194	141.372	1.235233643	up	2.14E-06	4.21E-06	amidase
FCN51_09995	880.717	22.27	1557.438	85.589	88.626	93.956	-3.197668022	down	2.53E-28	2.28E-27	alpha/beta hydrolase
FCN51_10000	48.316	77.41	30.084	834.085	887.281	826.197	4.03123201	up	5.04E-41	1.04E-39	_
FCN51_10005	49.082	51.47	46.502	136.084	132.282	130.967	1.441227677	up	6.78E-09	1.60E-08	cobA; uroporphyrinogen-III C-methyltransferase
FCN51_10010	22.029	30.705	22.771	56.237	54.773	56.879	1.152832078	up	1.87E-06	3.71E-06	FAD-binding protein
FCN51_10015	22.583	24.986	23.123	43.147	53.052	54.93	1.096129075	up	8.14E-06	1.52E-05	MetQ/NlpA family ABC transporter substrate-binding protein
FCN51_10020	64.807	79.417	58.993	314.144	301.76	303.526	2.177702055	up	6.83E-17	2.88E-16	ATP-binding cassette domain-containing protein
FCN51_10025	33.728	45.881	27.851	170.413	178.106	174.503	2.283039888	up	3.92E-18	1.82E-17	ABC transporter permease
FCN51_10030	53.594	117.216	89.804	15.681	18.677	18.254	-2.308385133	down	6.25E-15	2.33E-14	hmpA; NO-inducible flavohemoprotein
FCN51_10035	12.273	35.196	14.458	5.308	8.287	13.402	-1.197679039	down	0.000742527	0.001163837	helix-turn-helix transcriptional regulator
FCN51_10050	0.949	1.434	0.656	3.221	2.079	4.647	1.709676373	up	8.78E-05	0.000149207	toxin-antitoxin system protein HicB
FCN51_10055	206.524	138.697	92.538	50.421	44.244	40.58	-1.694539466	down	1.64E-08	3.81E-08	sodium:solute symporter family protein
FCN51_10060	193.491	162.581	92.379	51.261	31.7	40.114	-1.865387103	down	2.37E-09	5.83E-09	DUF3311 domain-containing protein
FCN51_10065	64.932	84.606	52.151	13.029	17.337	23.149	-1.914057754	down	5.32E-10	1.41E-09	hypothetical protein
FCN51_10095	91.244	155.405	55.171	50.361	50.07	46.623	-1.03732729	down	0.001628976	0.002477792	protein-export chaperone SecB
FCN51_10115	82.048	90.267	36.292	538.103	601.31	574.734	3.038613139	up	3.84E-27	3.22E-26	_
FCN51_10120	7.861	6.28	3.302	38.662	47.002	43.995	2.893787531	up	5.35E-24	3.64E-23	TetR family transcriptional regulator
FCN51_10125	4.198	2.665	2.265	44.699	52.211	52.625	4.033595464	up	5.51E-41	1.13E-39	NCS1 family nucleobase:cation symporter-1
FCN51_10130	2.097	2.456	2.629	16.396	12.751	16.687	2.673452562	up	3.02E-20	1.60E-19	hydA; dihydropyrimidinase
FCN51_10140	2.706	0.661	2.484	20.517	25.249	24.722	3.589944421	up	2.70E-33	3.41E-32	TonB-dependent receptor
FCN51_10145	2.095	0.33	1.607	10.731	10.418	10.147	2.955475985	up	1.75E-21	1.02E-20	NAD(P)-dependent oxidoreductase
FCN51_10150	4.148	0.612	2.903	24.556	26.126	27.279	3.346262208	up	6.59E-29	6.16E-28	preA; NAD-dependent dihydropyrimidine dehydrogenase subunit PreA
FCN51_10155	6.59	1.934	6.235	16.777	17.33	21.714	1.918997307	up	3.29E-12	1.03E-11	M20 family metallo-hydrolase
FCN51_10160	4.851	1.1	4.225	11.342	13.44	12.303	1.865356636	up	2.25E-11	6.62E-11	PLP-dependent aminotransferase family protein
FCN51_10165	12.965	3.536	17.313	24.929	24.916	26.42	1.173329188	up	7.14E-06	1.34E-05	aspartate aminotransferase family protein
FCN51_10190	54.872	12.762	61.005	87.699	92.622	92.872	1.086574619	up	1.67E-05	3.03E-05	amino acid permease
FCN51_10195	523.779	585.316	672.654	65.178	65.388	62.771	-3.204084492	down	4.74E-27	3.93E-26	bacteriocin
FCN51_10200	238.87	262.45	247.519	42.79	43.198	47.63	-2.486514592	down	2.83E-17	1.23E-16	Dyp-type peroxidase
FCN51_10205	221.242	149.011	374.598	2273.097	2212.404	2273.281	3.181734349	up	1.33E-29	1.29E-28	cytochrome ubiquinol oxidase subunit I
FCN51_10210	83.64	76.723	156.286	488.626	515.478	529.208	2.275684014	up	2.54E-17	1.11E-16	cydB; cytochrome d ubiquinol oxidase subunit II
FCN51_10215	9.792	4.44	13.549	43.922	38.625	37.964	2.116874532	up	3.54E-11	1.02E-10	DUF2474 family protein
FCN51_10220	110.671	194.731	162.58	1946.262	1919.81	1833.492	3.606318127	up	6.74E-37	1.10E-35	proP; glycine betaine/L-proline transporter ProP
FCN51_10225	105.359	132.55	73.798	49.343	49.122	47.144	-1.098075185	down	0.000514063	0.000820081	1-acyl-sn-glycerol-3-phosphate acyltransferase
FCN51_10230	115.896	182.503	94.499	23.799	31.618	32.819	-2.154677493	down	9.23E-13	3.00E-12	SCO family protein
FCN51_10235	168.311	217.055	128.971	34.507	41.125	38.401	-2.173233015	down	2.05E-13	6.94E-13	polA; DNA polymerase I
FCN51_10240	475.052	504.823	357.794	33.576	38.401	34.552	-3.650365651	down	4.05E-33	5.00E-32	branched-chain amino acid aminotransferase
FCN51_10250	21.379	16.248	14.374	61.983	60.377	65.068	1.849665085	up	1.32E-12	4.24E-12	ABC transporter ATP-binding protein
FCN51_10255	46.373	40.911	36.448	131.253	132.871	133.38	1.683726624	up	3.02E-11	8.77E-11	iron ABC transporter permease
FCN51_10260	18.147	19.55	17.947	48.547	45.319	52.19	1.392175441	up	3.37E-08	7.65E-08	RluA family pseudouridine synthase
FCN51_10265	841.688	389.571	956.438	1661.722	1657.435	1821.183	1.232449715	up	8.90E-07	1.82E-06	rpoH; RNA polymerase sigma factor RpoH
FCN51_10270	268.505	299.219	228.957	112.783	130.384	129.257	-1.097049933	down	0.000341421	0.000553564	recJ; single-stranded-DNA-specific exonuclease RecJ
FCN51_10275	1454.219	1625.162	1408.55	377.871	368.919	350.121	-2.032601039	down	3.73E-12	1.16E-11	glpX; class II fructose-bisphosphatase
FCN51_10280	415.079	732.167	330.507	37.537	33.192	36.381	-3.786202587	down	6.82E-35	9.92E-34	homoserine dehydrogenase
FCN51_10285	480.963	736.512	369.629	57.477	66.699	60.405	-3.104049987	down	5.19E-25	3.78E-24	LL-diaminopimelate aminotransferase
FCN51_10290	147.548	185.479	87.388	47.058	48.707	52.253	-1.506022571	down	7.62E-07	1.57E-06	hypothetical protein
FCN51_10295	1381.155	1990.525	1157.893	199.497	199.187	184.78	-2.956653044	down	4.08E-23	2.65E-22	ATP-dependent Clp protease proteolytic subunit
FCN51_10300	422.244	471.053	266.945	53.735	56.503	57.786	-2.787664499	down	9.96E-21	5.50E-20	ferritin-like domain-containing protein
FCN51_10305	80.482	91.134	42.688	22.116	16.608	19.434	-1.881554994	down	5.79E-10	1.52E-09	pqqE; pyrroloquinoline quinone biosynthesis protein PqqE
FCN51_10310	355.226	384.088	216.304	75.483	78.72	66.785	-2.112450942	down	2.15E-12	6.79E-12	pqqD; pyrroloquinoline quinone biosynthesis peptide chaperone PqqD
FCN51_10315	334.329	398.324	233.129	51.184	51.909	49.144	-2.66535459	down	4.28E-19	2.10E-18	pqqC; pyrroloquinoline-quinone synthase PqqC
FCN51_10320	445.579	452.534	332.874	68.14	68.117	61.127	-2.640720161	down	5.32E-19	2.60E-18	pqqB; pyrroloquinoline quinone biosynthesis protein PqqB
